Id;Produto;Qte Vendida;Data;Loja; Preço Unitário ;Cor;Tamanho;Genero;;;;;;;;
3275;Chinelos;5;15/11/2021;Goiânia - GO;R$ 540,18;Verde;36;F;;;;;;;;
3276;Moda Infantil;4;06/04/2021;Maringá - PR;R$ 543,13;Verde;34;F;;;;;;;;
3277;Sapato Masculino;3;25/12/2021;Araçatuba - SP;R$ 546,09;Azul;34;M;;;;;;;;
3278;Sapato Feminino;5;24/04/2021;Belo Horizonte - MG;R$ 140,00;Vermelho;35;M;;;;;;;;
3279;Tênis;3;29/07/2021;Belo Horizonte - MG;R$ 144,00;Rosa;36;F;;;;;;;;
3280;Tênis;2;17/08/2021;São Paulo - SP;R$ 210,00;Preto;22;M;;;;;;;;
3281;Moda Adulta;5;30/08/2021;Salvador -BA;R$ 212,99;Branco;44;F;;;;;;;;
3282;Moda Infantil;2;09/10/2021;Rio de Janeiro - RJ;R$ 247,99;Verde;36;M;;;;;;;;
3283;Moda Bebe;4;30/11/2021;Campinas - SP;R$ 276,49;Verde;40;F;;;;;;;;
3284;Chinelos;4;27/11/2021;Curitiba - PR;R$ 304,98;Azul;39;F;;;;;;;;
3285;Botas;5;26/04/2021;Cascavel - PR;R$ 333,48;Vermelho;38;F;;;;;;;;
3286;Tênis;2;02/05/2021;Florianópolis - SC;R$ 361,98;Rosa;12;F;;;;;;;;
3287;Sandália;2;01/05/2021;Chapecó - SC;R$ 220,00;Preto;1;M;;;;;;;;
3288;Chinelos;1;04/09/2021;Goiânia - GO;R$ 140,00;Branco;37;M;;;;;;;;
3289;Moda Infantil;1;09/11/2021;Maringá - PR;R$ 144,00;Verde;36;F;;;;;;;;
3290;Sapato Masculino;5;13/10/2021;Araçatuba - SP;R$ 210,00;Verde;34;M;;;;;;;;
3291;Sapato Feminino;4;07/07/2021;Belo Horizonte - MG;R$ 212,99;Azul;34;F;;;;;;;;
3292;Moda Bebe;3;02/09/2021;Cascavel - PR;R$ 199,99;Vermelho;35;M;;;;;;;;
3293;Chinelos;5;04/11/2021;Florianópolis - SC;R$ 510,99;Rosa;36;F;;;;;;;;
3294;Botas;3;10/02/2021;Chapecó - SC;R$ 411,11;Preto;22;F;;;;;;;;
3295;Tênis;2;08/07/2021;Goiânia - GO;R$ 220,00;Branco;44;F;;;;;;;;
3296;Sandália;5;05/08/2021;Maringá - PR;R$ 140,00;Verde;36;F;;;;;;;;
3297;Chinelos;2;28/09/2021;Araçatuba - SP;R$ 144,00;Verde;40;M;;;;;;;;
3298;Moda Infantil;4;06/07/2021;Belo Horizonte - MG;R$ 210,00;Azul;39;M;;;;;;;;
3299;Sapato Masculino;4;25/08/2021;São Paulo - SP;R$ 212,99;Vermelho;38;F;;;;;;;;
3300;Tênis;5;28/11/2021;Salvador -BA;R$ 199,99;Rosa;12;M;;;;;;;;
3301;Sandália;2;29/10/2021;Salvador -BA;R$ 510,99;Preto;1;F;;;;;;;;
3302;Chinelos;2;30/11/2021;Rio de Janeiro - RJ;R$ 411,11;Branco;37;M;;;;;;;;
3303;Moda Infantil;1;17/05/2021;Campinas - SP;R$ 220,00;Verde;36;F;;;;;;;;
3304;Sapato Masculino;1;21/07/2021;Curitiba - PR;R$ 140,00;Verde;34;F;;;;;;;;
3305;Sapato Feminino;5;08/07/2021;Cascavel - PR;R$ 144,00;Azul;34;F;;;;;;;;
3306;Tênis;4;31/05/2021;Florianópolis - SC;R$ 210,00;Vermelho;35;F;;;;;;;;
3307;Tênis;3;25/08/2021;Chapecó - SC;R$ 212,99;Rosa;36;M;;;;;;;;
3308;Moda Adulta;5;30/09/2021;Goiânia - GO;R$ 199,99;Preto;22;M;;;;;;;;
3309;Moda Infantil;3;24/08/2021;Maringá - PR;R$ 510,99;Branco;44;F;;;;;;;;
3310;Moda Bebe;2;26/07/2021;Araçatuba - SP;R$ 411,11;Verde;36;M;;;;;;;;
3311;Chinelos;5;21/02/2021;Belo Horizonte - MG;R$ 220,00;Verde;40;F;;;;;;;;
3312;Botas;2;15/11/2021;Salvador -BA;R$ 140,00;Azul;39;M;;;;;;;;
3313;Tênis;4;05/12/2021;Rio de Janeiro - RJ;R$ 144,00;Vermelho;38;F;;;;;;;;
3314;Sandália;4;04/02/2021;Campinas - SP;R$ 210,00;Rosa;12;F;;;;;;;;
3315;Chinelos;5;07/07/2021;Curitiba - PR;R$ 212,99;Preto;1;F;;;;;;;;
3316;Moda Infantil;2;23/02/2021;Cascavel - PR;R$ 199,99;Branco;37;F;;;;;;;;
3317;Sapato Masculino;2;30/04/2021;Florianópolis - SC;R$ 510,99;Verde;36;M;;;;;;;;
3318;Sapato Feminino;1;06/08/2021;Chapecó - SC;R$ 411,11;Verde;34;M;;;;;;;;
3319;Tênis;1;23/04/2021;Goiânia - GO;R$ 436,33;Azul;34;F;;;;;;;;
3320;Tênis;5;08/08/2021;Maringá - PR;R$ 476,38;Vermelho;35;M;;;;;;;;
3321;Moda Adulta;4;25/01/2021;Araçatuba - SP;R$ 516,42;Rosa;36;F;;;;;;;;
3322;Moda Bebe;3;30/01/2021;Belo Horizonte - MG;R$ 556,46;Preto;22;M;;;;;;;;
3323;Chinelos;5;15/01/2021;São Paulo - SP;R$ 596,51;Branco;44;F;;;;;;;;
3324;Botas;3;20/06/2021;Salvador -BA;R$ 636,55;Verde;36;F;;;;;;;;
3325;Tênis;2;23/05/2021;Rio de Janeiro - RJ;R$ 676,60;Verde;40;F;;;;;;;;
3326;Sandália;5;05/03/2021;Campinas - SP;R$ 716,64;Azul;39;F;;;;;;;;
3327;Chinelos;2;01/05/2021;Curitiba - PR;R$ 756,68;Vermelho;38;M;;;;;;;;
3328;Moda Infantil;4;29/04/2021;Cascavel - PR;R$ 510,99;Rosa;12;M;;;;;;;;
3329;Sapato Masculino;4;14/02/2021;Florianópolis - SC;R$ 411,11;Preto;1;F;;;;;;;;
3330;Sapato Feminino;5;11/06/2021;Chapecó - SC;R$ 220,00;Branco;37;M;;;;;;;;
3331;Tênis;2;19/01/2021;Goiânia - GO;R$ 140,00;Verde;36;F;;;;;;;;
3332;Tênis;2;02/12/2021;Maringá - PR;R$ 144,00;Verde;34;M;;;;;;;;
3333;Sandália;1;03/07/2021;Araçatuba - SP;R$ 210,00;Azul;34;F;;;;;;;;
3334;Chinelos;1;26/03/2021;Belo Horizonte - MG;R$ 212,99;Vermelho;35;F;;;;;;;;
3335;Moda Infantil;5;28/10/2021;São Paulo - SP;R$ 199,99;Rosa;36;F;;;;;;;;
3336;Sapato Masculino;4;22/03/2021;Salvador -BA;R$ 510,99;Preto;22;F;;;;;;;;
3337;Tênis;3;17/02/2021;Rio de Janeiro - RJ;R$ 411,11;Branco;44;M;;;;;;;;
3338;Sandália;5;26/03/2021;Campinas - SP;R$ 436,33;Verde;36;M;;;;;;;;
3339;Chinelos;3;29/09/2021;Curitiba - PR;R$ 476,38;Verde;40;F;;;;;;;;
3340;Moda Infantil;2;06/11/2021;Cascavel - PR;R$ 516,42;Azul;39;M;;;;;;;;
3341;Sapato Masculino;5;03/05/2021;Florianópolis - SC;R$ 556,46;Vermelho;38;F;;;;;;;;
3342;Sapato Feminino;2;28/12/2021;Chapecó - SC;R$ 596,51;Rosa;12;M;;;;;;;;
3343;Tênis;4;16/09/2021;Goiânia - GO;R$ 636,55;Preto;1;F;;;;;;;;
3344;Tênis;4;11/08/2021;Maringá - PR;R$ 676,60;Branco;37;F;;;;;;;;
3345;Moda Adulta;5;28/02/2021;Araçatuba - SP;R$ 716,64;Verde;36;F;;;;;;;;
3346;Moda Infantil;2;07/11/2021;Belo Horizonte - MG;R$ 756,68;Verde;34;F;;;;;;;;
3347;Moda Bebe;2;05/09/2021;São Paulo - SP;R$ 510,99;Azul;34;M;;;;;;;;
3348;Chinelos;1;08/02/2021;Salvador -BA;R$ 411,11;Vermelho;35;M;;;;;;;;
3349;Botas;1;22/12/2021;Rio de Janeiro - RJ;R$ 220,00;Rosa;36;F;;;;;;;;
3350;Tênis;5;14/07/2021;Campinas - SP;R$ 140,00;Preto;22;M;;;;;;;;
3351;Sandália;4;01/10/2021;Curitiba - PR;R$ 144,00;Branco;44;F;;;;;;;;
3352;Chinelos;3;03/04/2021;Cascavel - PR;R$ 210,00;Verde;36;M;;;;;;;;
3353;Moda Infantil;5;29/11/2021;Florianópolis - SC;R$ 212,99;Verde;40;F;;;;;;;;
3354;Sapato Masculino;3;01/12/2021;Chapecó - SC;R$ 199,99;Azul;39;F;;;;;;;;
3355;Sapato Feminino;2;04/12/2021;Goiânia - GO;R$ 510,99;Vermelho;38;F;;;;;;;;
3356;Tênis;5;09/09/2021;Maringá - PR;R$ 411,11;Rosa;12;F;;;;;;;;
3357;Tênis;2;09/08/2021;Araçatuba - SP;R$ 436,33;Preto;41;M;;;;;;;;
3358;Moda Adulta;4;21/08/2021;Belo Horizonte - MG;R$ 476,38;Branco;37;M;;;;;;;;
3359;Moda Infantil;4;02/03/2021;São Paulo - SP;R$ 516,42;Verde;36;F;;;;;;;;
3360;Moda Bebe;5;16/02/2021;Salvador -BA;R$ 556,46;Verde;34;M;;;;;;;;
3361;Chinelos;2;01/09/2021;Rio de Janeiro - RJ;R$ 596,51;Azul;34;F;;;;;;;;
3362;Botas;2;03/02/2021;Campinas - SP;R$ 636,55;Vermelho;35;M;;;;;;;;
3363;Tênis;1;09/01/2021;Curitiba - PR;R$ 676,60;Rosa;36;F;;;;;;;;
3364;Sandália;1;14/12/2021;Cascavel - PR;R$ 716,64;Preto;22;F;;;;;;;;
3365;Chinelos;5;19/06/2021;Florianópolis - SC;R$ 756,68;Branco;44;F;;;;;;;;
3366;Moda Infantil;4;26/09/2021;Chapecó - SC;R$ 510,99;Verde;36;F;;;;;;;;
3367;Sapato Masculino;3;13/12/2021;Goiânia - GO;R$ 411,11;Verde;40;M;;;;;;;;
3368;Sapato Feminino;5;28/03/2021;Maringá - PR;R$ 220,00;Azul;39;M;;;;;;;;
3369;Tênis;3;03/06/2021;Araçatuba - SP;R$ 140,00;Vermelho;38;F;;;;;;;;
3370;Tênis;2;27/07/2021;Belo Horizonte - MG;R$ 144,00;Rosa;12;M;;;;;;;;
3371;Moda Adulta;5;01/03/2021;São Paulo - SP;R$ 210,00;Preto;1;F;;;;;;;;
3372;Moda Infantil;2;11/05/2021;Salvador -BA;R$ 212,99;Branco;37;M;;;;;;;;
3373;Moda Bebe;4;04/01/2021;Rio de Janeiro - RJ;R$ 199,99;Verde;36;F;;;;;;;;
3374;Chinelos;4;05/01/2021;Campinas - SP;R$ 510,99;Verde;34;F;;;;;;;;
3375;Botas;5;06/05/2021;Curitiba - PR;R$ 411,11;Azul;34;F;;;;;;;;
3376;Tênis;2;24/05/2021;Cascavel - PR;R$ 436,33;Vermelho;35;F;;;;;;;;
3377;Sandália;2;10/12/2021;Florianópolis - SC;R$ 476,38;Rosa;36;M;;;;;;;;
3378;Chinelos;1;31/12/2021;Chapecó - SC;R$ 516,42;Preto;22;M;;;;;;;;
3379;Moda Infantil;1;10/03/2021;Goiânia - GO;R$ 556,46;Branco;44;F;;;;;;;;
3380;Sapato Masculino;5;20/04/2021;Maringá - PR;R$ 596,51;Verde;36;M;;;;;;;;
3381;Sapato Feminino;4;02/05/2021;Araçatuba - SP;R$ 636,55;Verde;40;F;;;;;;;;
3382;Moda Bebe;3;28/12/2021;Belo Horizonte - MG;R$ 676,60;Azul;39;M;;;;;;;;
3383;Chinelos;5;07/11/2021;São Paulo - SP;R$ 716,64;Vermelho;38;F;;;;;;;;
3384;Botas;3;16/09/2021;Salvador -BA;R$ 756,68;Rosa;12;F;;;;;;;;
3385;Tênis;2;17/07/2021;Rio de Janeiro - RJ;R$ 540,18;Preto;1;F;;;;;;;;
3386;Sandália;5;04/09/2021;Campinas - SP;R$ 543,13;Branco;37;F;;;;;;;;
3387;Chinelos;2;04/12/2021;Curitiba - PR;R$ 546,09;Verde;36;M;;;;;;;;
3388;Moda Infantil;4;20/05/2021;Cascavel - PR;R$ 140,00;Verde;34;M;;;;;;;;
3389;Sapato Masculino;4;30/04/2021;Florianópolis - SC;R$ 144,00;Azul;34;F;;;;;;;;
3390;Tênis;5;22/11/2021;Chapecó - SC;R$ 210,00;Vermelho;35;M;;;;;;;;
3391;Sandália;2;29/08/2021;Goiânia - GO;R$ 212,99;Rosa;36;F;;;;;;;;
3392;Chinelos;2;23/03/2021;Maringá - PR;R$ 247,99;Preto;22;M;;;;;;;;
3393;Moda Infantil;1;12/08/2021;Araçatuba - SP;R$ 276,49;Branco;44;F;;;;;;;;
3394;Sapato Masculino;1;20/02/2021;Belo Horizonte - MG;R$ 304,98;Verde;36;F;;;;;;;;
3395;Sapato Feminino;5;22/11/2021;São Paulo - SP;R$ 333,48;Verde;40;F;;;;;;;;
3396;Tênis;4;11/07/2021;Salvador -BA;R$ 361,98;Azul;39;F;;;;;;;;
3397;Tênis;3;22/11/2021;Rio de Janeiro - RJ;R$ 220,00;Vermelho;38;M;;;;;;;;
3398;Moda Adulta;5;08/09/2021;Campinas - SP;R$ 140,00;Rosa;12;M;;;;;;;;
3399;Moda Infantil;3;05/11/2021;Curitiba - PR;R$ 144,00;Preto;1;F;;;;;;;;
3400;Moda Bebe;2;31/10/2021;Cascavel - PR;R$ 210,00;Branco;37;M;;;;;;;;
3401;Chinelos;5;01/03/2021;Florianópolis - SC;R$ 212,99;Verde;36;F;;;;;;;;
3402;Botas;2;08/03/2021;Chapecó - SC;R$ 199,99;Verde;34;M;;;;;;;;
3403;Tênis;4;01/08/2021;Goiânia - GO;R$ 510,99;Azul;34;F;;;;;;;;
3404;Sandália;4;07/08/2021;Maringá - PR;R$ 411,11;Vermelho;35;F;;;;;;;;
3405;Chinelos;5;27/12/2021;Araçatuba - SP;R$ 220,00;Rosa;36;F;;;;;;;;
3406;Moda Infantil;2;18/11/2021;Belo Horizonte - MG;R$ 140,00;Preto;22;F;;;;;;;;
3407;Sapato Masculino;2;22/07/2021;Belo Horizonte - MG;R$ 144,00;Branco;44;M;;;;;;;;
3408;Sapato Feminino;1;18/08/2021;São Paulo - SP;R$ 210,00;Verde;36;M;;;;;;;;
3409;Tênis;1;03/05/2021;Salvador -BA;R$ 212,99;Verde;40;F;;;;;;;;
3410;Tênis;5;02/10/2021;Rio de Janeiro - RJ;R$ 199,99;Azul;39;M;;;;;;;;
3411;Moda Adulta;4;04/12/2021;Campinas - SP;R$ 510,99;Vermelho;38;F;;;;;;;;
3412;Moda Bebe;3;10/04/2021;Curitiba - PR;R$ 411,11;Rosa;12;M;;;;;;;;
3413;Chinelos;5;11/10/2021;Cascavel - PR;R$ 220,00;Preto;1;F;;;;;;;;
3414;Botas;3;13/05/2021;Florianópolis - SC;R$ 140,00;Branco;37;F;;;;;;;;
3415;Tênis;2;14/10/2021;Chapecó - SC;R$ 144,00;Verde;36;F;;;;;;;;
3416;Sandália;5;27/11/2021;Goiânia - GO;R$ 210,00;Verde;34;F;;;;;;;;
3417;Chinelos;2;23/08/2021;Maringá - PR;R$ 212,99;Azul;34;M;;;;;;;;
3418;Moda Infantil;4;27/01/2021;Araçatuba - SP;R$ 199,99;Vermelho;35;M;;;;;;;;
3419;Sapato Masculino;4;01/05/2021;Belo Horizonte - MG;R$ 510,99;Rosa;36;F;;;;;;;;
3420;Sapato Feminino;5;27/08/2021;Cascavel - PR;R$ 411,11;Preto;22;M;;;;;;;;
3421;Tênis;2;09/01/2021;Florianópolis - SC;R$ 220,00;Branco;44;F;;;;;;;;
3422;Tênis;2;24/05/2021;Chapecó - SC;R$ 140,00;Verde;36;M;;;;;;;;
3423;Sandália;1;05/07/2021;Goiânia - GO;R$ 144,00;Verde;40;F;;;;;;;;
3424;Chinelos;1;16/01/2021;Maringá - PR;R$ 210,00;Azul;39;F;;;;;;;;
3425;Moda Infantil;5;22/03/2021;Araçatuba - SP;R$ 212,99;Vermelho;38;F;;;;;;;;
3426;Sapato Masculino;4;21/08/2021;Belo Horizonte - MG;R$ 199,99;Rosa;12;F;;;;;;;;
3427;Tênis;3;15/11/2021;São Paulo - SP;R$ 510,99;Preto;1;M;;;;;;;;
3428;Sandália;5;19/10/2021;Salvador -BA;R$ 411,11;Branco;37;M;;;;;;;;
3429;Chinelos;3;18/10/2021;Salvador -BA;R$ 436,33;Verde;36;F;;;;;;;;
3430;Moda Infantil;2;25/02/2021;Rio de Janeiro - RJ;R$ 476,38;Verde;34;M;;;;;;;;
3431;Sapato Masculino;5;18/09/2021;Campinas - SP;R$ 516,42;Azul;34;F;;;;;;;;
3432;Sapato Feminino;2;29/05/2021;Curitiba - PR;R$ 556,46;Vermelho;35;M;;;;;;;;
3433;Tênis;4;04/03/2021;Cascavel - PR;R$ 596,51;Rosa;36;F;;;;;;;;
3434;Tênis;4;09/08/2021;Florianópolis - SC;R$ 636,55;Preto;22;F;;;;;;;;
3435;Moda Adulta;5;09/05/2021;Chapecó - SC;R$ 676,60;Branco;44;F;;;;;;;;
3436;Moda Infantil;2;30/03/2021;Goiânia - GO;R$ 716,64;Verde;36;F;;;;;;;;
3437;Moda Bebe;2;30/07/2021;Maringá - PR;R$ 756,68;Verde;40;M;;;;;;;;
3438;Chinelos;1;31/01/2021;Araçatuba - SP;R$ 510,99;Azul;39;M;;;;;;;;
3439;Botas;1;09/03/2021;Belo Horizonte - MG;R$ 411,11;Vermelho;38;F;;;;;;;;
3440;Tênis;5;08/05/2021;Salvador -BA;R$ 220,00;Rosa;12;M;;;;;;;;
3441;Sandália;4;29/01/2021;Rio de Janeiro - RJ;R$ 140,00;Preto;1;F;;;;;;;;
3442;Chinelos;3;05/09/2021;Campinas - SP;R$ 144,00;Branco;37;M;;;;;;;;
3443;Moda Infantil;5;07/03/2021;Curitiba - PR;R$ 210,00;Verde;36;F;;;;;;;;
3444;Sapato Masculino;3;19/09/2021;Cascavel - PR;R$ 212,99;Verde;34;F;;;;;;;;
3445;Sapato Feminino;2;03/03/2021;Florianópolis - SC;R$ 199,99;Azul;34;F;;;;;;;;
3446;Tênis;5;07/03/2021;Chapecó - SC;R$ 510,99;Vermelho;35;F;;;;;;;;
3447;Tênis;2;02/09/2021;Goiânia - GO;R$ 411,11;Rosa;36;M;;;;;;;;
3448;Moda Adulta;4;14/08/2021;Maringá - PR;R$ 436,33;Preto;22;M;;;;;;;;
3449;Moda Infantil;4;13/01/2021;Araçatuba - SP;R$ 476,38;Branco;44;F;;;;;;;;
3450;Moda Bebe;5;24/09/2021;Belo Horizonte - MG;R$ 516,42;Verde;36;M;;;;;;;;
3451;Chinelos;2;15/05/2021;São Paulo - SP;R$ 556,46;Verde;40;F;;;;;;;;
3452;Botas;2;02/11/2021;Salvador -BA;R$ 596,51;Azul;39;M;;;;;;;;
3453;Tênis;1;24/05/2021;Rio de Janeiro - RJ;R$ 636,55;Vermelho;38;F;;;;;;;;
3454;Sandália;1;18/04/2021;Campinas - SP;R$ 676,60;Rosa;12;F;;;;;;;;
3455;Chinelos;5;20/03/2021;Curitiba - PR;R$ 716,64;Preto;41;F;;;;;;;;
3456;Moda Infantil;4;01/02/2021;Cascavel - PR;R$ 756,68;Branco;37;F;;;;;;;;
3457;Sapato Masculino;3;02/06/2021;Florianópolis - SC;R$ 510,99;Verde;36;M;;;;;;;;
3458;Sapato Feminino;5;24/02/2021;Chapecó - SC;R$ 411,11;Verde;34;M;;;;;;;;
3459;Tênis;3;09/12/2021;Goiânia - GO;R$ 220,00;Azul;34;F;;;;;;;;
3460;Tênis;2;30/08/2021;Maringá - PR;R$ 140,00;Vermelho;35;M;;;;;;;;
3461;Moda Adulta;5;22/03/2021;Araçatuba - SP;R$ 144,00;Rosa;36;F;;;;;;;;
3462;Moda Infantil;2;26/02/2021;Belo Horizonte - MG;R$ 210,00;Preto;22;M;;;;;;;;
3463;Moda Bebe;4;16/06/2021;São Paulo - SP;R$ 212,99;Branco;44;F;;;;;;;;
3464;Chinelos;4;01/08/2021;Salvador -BA;R$ 199,99;Verde;36;F;;;;;;;;
3465;Botas;5;16/04/2021;Rio de Janeiro - RJ;R$ 510,99;Verde;40;F;;;;;;;;
3466;Tênis;2;26/05/2021;Campinas - SP;R$ 411,11;Azul;39;F;;;;;;;;
3467;Sandália;2;18/04/2021;Curitiba - PR;R$ 436,33;Vermelho;38;M;;;;;;;;
3468;Chinelos;1;07/02/2021;Cascavel - PR;R$ 476,38;Rosa;12;M;;;;;;;;
3469;Moda Infantil;1;06/06/2021;Florianópolis - SC;R$ 516,42;Preto;1;F;;;;;;;;
3470;Sapato Masculino;5;01/10/2021;Chapecó - SC;R$ 556,46;Branco;37;M;;;;;;;;
3471;Sapato Feminino;4;07/01/2021;Goiânia - GO;R$ 596,51;Verde;36;F;;;;;;;;
3472;Moda Bebe;5;12/09/2021;Maringá - PR;R$ 636,55;Verde;34;M;;;;;;;;
3473;Chinelos;2;16/09/2021;Araçatuba - SP;R$ 676,60;Azul;34;F;;;;;;;;
3474;Botas;2;15/06/2021;Belo Horizonte - MG;R$ 716,64;Vermelho;35;F;;;;;;;;
3475;Tênis;1;19/11/2021;São Paulo - SP;R$ 756,68;Rosa;36;F;;;;;;;;
3476;Sandália;1;25/10/2021;Salvador -BA;R$ 510,99;Preto;22;F;;;;;;;;
3477;Chinelos;5;03/12/2021;Rio de Janeiro - RJ;R$ 411,11;Branco;44;M;;;;;;;;
3478;Moda Infantil;4;21/06/2021;Campinas - SP;R$ 220,00;Verde;36;M;;;;;;;;
3479;Sapato Masculino;3;05/12/2021;Curitiba - PR;R$ 140,00;Verde;40;F;;;;;;;;
3480;Tênis;5;13/10/2021;Cascavel - PR;R$ 144,00;Azul;39;M;;;;;;;;
3481;Sandália;3;01/08/2021;Florianópolis - SC;R$ 210,00;Vermelho;38;F;;;;;;;;
3482;Chinelos;2;01/09/2021;Chapecó - SC;R$ 212,99;Rosa;12;M;;;;;;;;
3483;Moda Infantil;5;20/09/2021;Goiânia - GO;R$ 199,99;Preto;1;F;;;;;;;;
3484;Sapato Masculino;2;16/10/2021;Maringá - PR;R$ 510,99;Branco;37;F;;;;;;;;
3485;Sapato Feminino;4;12/05/2021;Araçatuba - SP;R$ 411,11;Verde;36;F;;;;;;;;
3486;Tênis;4;24/11/2021;Belo Horizonte - MG;R$ 436,33;Verde;34;F;;;;;;;;
3487;Tênis;5;25/03/2021;São Paulo - SP;R$ 476,38;Azul;34;M;;;;;;;;
3488;Moda Adulta;2;17/08/2021;Salvador -BA;R$ 516,42;Vermelho;35;M;;;;;;;;
3489;Moda Infantil;2;24/12/2021;Rio de Janeiro - RJ;R$ 556,46;Rosa;36;F;;;;;;;;
3490;Moda Bebe;1;23/05/2021;Campinas - SP;R$ 596,51;Preto;22;M;;;;;;;;
3491;Chinelos;1;11/03/2021;Curitiba - PR;R$ 636,55;Branco;44;F;;;;;;;;
3492;Botas;5;04/09/2021;Cascavel - PR;R$ 676,60;Verde;36;M;;;;;;;;
3493;Tênis;4;04/08/2021;Florianópolis - SC;R$ 716,64;Verde;40;F;;;;;;;;
3494;Sandália;3;28/05/2021;Chapecó - SC;R$ 756,68;Azul;39;F;;;;;;;;
3495;Chinelos;5;09/07/2021;Goiânia - GO;R$ 540,18;Vermelho;38;F;;;;;;;;
3496;Moda Infantil;3;28/01/2021;Maringá - PR;R$ 543,13;Rosa;12;F;;;;;;;;
3497;Sapato Masculino;2;01/10/2021;Araçatuba - SP;R$ 546,09;Preto;1;M;;;;;;;;
3498;Sapato Feminino;5;25/02/2021;Belo Horizonte - MG;R$ 140,00;Branco;37;M;;;;;;;;
3499;Tênis;2;31/10/2021;São Paulo - SP;R$ 144,00;Verde;36;F;;;;;;;;
3500;Tênis;4;14/12/2021;Salvador -BA;R$ 210,00;Verde;34;M;;;;;;;;
3501;Moda Adulta;4;20/07/2021;Rio de Janeiro - RJ;R$ 212,99;Azul;34;F;;;;;;;;
3502;Moda Bebe;5;14/10/2021;Campinas - SP;R$ 247,99;Vermelho;35;M;;;;;;;;
3503;Chinelos;2;02/06/2021;Curitiba - PR;R$ 276,49;Rosa;36;F;;;;;;;;
3504;Botas;2;15/01/2021;Cascavel - PR;R$ 304,98;Preto;22;F;;;;;;;;
3505;Tênis;1;26/04/2021;Florianópolis - SC;R$ 333,48;Branco;44;F;;;;;;;;
3506;Sandália;1;03/08/2021;Chapecó - SC;R$ 361,98;Verde;36;F;;;;;;;;
3507;Chinelos;5;19/03/2021;Goiânia - GO;R$ 220,00;Verde;40;M;;;;;;;;
3508;Moda Infantil;4;29/04/2021;Maringá - PR;R$ 140,00;Azul;39;M;;;;;;;;
3509;Sapato Masculino;3;07/03/2021;Araçatuba - SP;R$ 144,00;Vermelho;38;F;;;;;;;;
3510;Sapato Feminino;5;04/02/2021;Belo Horizonte - MG;R$ 210,00;Rosa;12;M;;;;;;;;
3511;Tênis;3;28/02/2021;São Paulo - SP;R$ 212,99;Preto;1;F;;;;;;;;
3512;Tênis;2;10/08/2021;Salvador -BA;R$ 199,99;Branco;37;M;;;;;;;;
3513;Sandália;5;14/10/2021;Rio de Janeiro - RJ;R$ 510,99;Verde;36;F;;;;;;;;
3514;Chinelos;2;24/08/2021;Campinas - SP;R$ 411,11;Verde;34;F;;;;;;;;
3515;Moda Infantil;4;27/05/2021;Curitiba - PR;R$ 220,00;Azul;34;F;;;;;;;;
3516;Sapato Masculino;4;06/02/2021;Cascavel - PR;R$ 140,00;Vermelho;35;F;;;;;;;;
3517;Tênis;5;31/05/2021;Florianópolis - SC;R$ 144,00;Rosa;36;M;;;;;;;;
3518;Sandália;2;16/04/2021;Chapecó - SC;R$ 210,00;Preto;22;M;;;;;;;;
3519;Chinelos;2;27/10/2021;Goiânia - GO;R$ 212,99;Branco;44;F;;;;;;;;
3520;Moda Infantil;1;20/12/2021;Maringá - PR;R$ 199,99;Verde;36;M;;;;;;;;
3521;Sapato Masculino;1;05/10/2021;Araçatuba - SP;R$ 510,99;Verde;40;F;;;;;;;;
3522;Sapato Feminino;5;11/09/2021;Belo Horizonte - MG;R$ 411,11;Azul;39;M;;;;;;;;
3523;Tênis;4;09/02/2021;São Paulo - SP;R$ 220,00;Vermelho;38;F;;;;;;;;
3524;Tênis;3;13/08/2021;Salvador -BA;R$ 140,00;Rosa;12;F;;;;;;;;
3525;Moda Adulta;5;25/01/2021;Rio de Janeiro - RJ;R$ 144,00;Preto;1;F;;;;;;;;
3526;Moda Infantil;3;09/04/2021;Campinas - SP;R$ 210,00;Branco;37;F;;;;;;;;
3527;Moda Bebe;2;13/12/2021;Curitiba - PR;R$ 212,99;Verde;36;M;;;;;;;;
3528;Chinelos;5;15/08/2021;Cascavel - PR;R$ 199,99;Verde;34;M;;;;;;;;
3529;Botas;2;16/10/2021;Florianópolis - SC;R$ 510,99;Azul;34;F;;;;;;;;
3530;Tênis;4;30/10/2021;Chapecó - SC;R$ 411,11;Vermelho;35;M;;;;;;;;
3531;Sandália;4;27/02/2021;Goiânia - GO;R$ 220,00;Rosa;36;F;;;;;;;;
3532;Chinelos;5;27/01/2021;Maringá - PR;R$ 140,00;Preto;22;M;;;;;;;;
3533;Moda Infantil;2;24/09/2021;Araçatuba - SP;R$ 144,00;Branco;44;F;;;;;;;;
3534;Sapato Masculino;2;12/02/2021;Belo Horizonte - MG;R$ 210,00;Verde;36;F;;;;;;;;
3535;Sapato Feminino;1;13/07/2021;Belo Horizonte - MG;R$ 212,99;Verde;40;F;;;;;;;;
3536;Tênis;1;25/03/2021;São Paulo - SP;R$ 199,99;Azul;39;F;;;;;;;;
3537;Tênis;5;26/10/2021;Salvador -BA;R$ 510,99;Vermelho;38;M;;;;;;;;
3538;Moda Adulta;4;25/11/2021;Rio de Janeiro - RJ;R$ 411,11;Rosa;12;M;;;;;;;;
